Subtração,Nível,Velocidade
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:21,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:22,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:23,0,55
0:00:24,0,55
0:00:24,0.04873294383,55
0:00:24,0.04873294383,55
0:00:24,0.04873294383,55
0:00:24,0.04873294383,55
0:00:24,0,55
0:00:24,0,55
0:00:24,0,55
0:00:24,0,55
0:00:24,0,55
0:00:24,0,55
0:00:24,0,55
0:00:24,0,55
0:00:24,0,55
0:00:24,0,55
0:00:24,0,55
0:00:24,0,55
0:00:24,0,55
0:00:25,0,55
0:00:25,0.04873294383,55
0:00:25,0.04873294383,55
0:00:25,0.04873294383,55
0:00:25,0.04873294383,55
0:00:25,0,55
0:00:25,0,55
0:00:25,0,55
0:00:25,0,55
0:00:25,0,55
0:00:25,0.06091617793,55
0:00:25,0.06091617793,55
0:00:25,0.06091617793,55
0:00:25,0.06091617793,55
0:00:25,0,55
0:00:25,0,55
0:00:25,0,55
0:00:25,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:26,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:27,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:28,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:29,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:30,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:31,0,55
0:00:32,0,55
0:00:32,0,55
0:00:32,0,55
0:00:32,0,55
0:00:32,0,55
0:00:32,0,55
0:00:32,0,55
0:00:32,0,55
0:00:32,0,55
0:00:32,0,55
0:00:32,0,55
0:00:32,0.04873294383,55
0:00:32,0.04873294383,55
0:00:32,0.04873294383,55
0:00:32,0.04873294383,55
0:00:32,0,55
0:00:32,0,55
0:00:32,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:33,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:34,0,55
0:00:35,0,55
0:00:35,0,55
0:00:35,0,55
0:00:35,0,55
0:00:35,0,55
0:00:35,0,55
0:00:35,0,55
0:00:35,0,55
0:00:35,0,55
0:00:35,0,55
0:00:35,0,55
0:00:35,0,55
0:00:35,9.941520691,55
0:00:35,9.941520691,55
0:00:35,9.941520691,55
0:00:35,9.941520691,55
0:00:35,9.941520691,55
0:00:35,10.13645267,55
0:00:36,10.13645267,55
0:00:36,10.33138371,55
0:00:36,10.33138371,55
0:00:36,10.33138371,55
0:00:36,10.33138371,55
0:00:36,10.33138371,55
0:00:36,10.33138371,55
0:00:36,10.33138371,55
0:00:36,10.33138371,55
0:00:36,10.33138371,55
0:00:36,10.38011742,55
0:00:36,10.38011742,55
0:00:36,10.38011742,55
0:00:36,10.38011742,55
0:00:36,10.33138371,55
0:00:36,10.33138371,55
0:00:36,10.33138371,55
0:00:36,10.33138371,55
0:00:37,10.33138371,55
0:00:37,10.33138371,55
0:00:37,10.33138371,55
0:00:37,10.33138371,55
0:00:37,10.33138371,55
0:00:37,10.33138371,55
0:00:37,10.33138371,55
0:00:37,10.33138371,55
0:00:37,10.33138371,55
0:00:37,10.33138371,55
0:00:37,10.33138371,55
0:00:37,10.33138371,55
0:00:37,10.33138371,55
0:00:37,10.33138371,55
0:00:37,10.13645267,55
0:00:37,10.13645267,55
0:00:37,10.39230061,55
0:00:37,10.39230061,55
0:00:38,10.39230061,55
0:00:38,10.39230061,55
0:00:38,10.39230061,55
0:00:38,10.33138371,55
0:00:38,10.33138371,55
0:00:38,10.33138371,55
0:00:38,10.33138371,55
0:00:38,10.13645267,55
0:00:38,10.13645267,55
0:00:38,10.13645267,55
0:00:38,10.13645267,55
0:00:38,10.13645267,55
0:00:38,10.08771896,55
0:00:38,10.08771896,55
0:00:38,10.08771896,55
0:00:38,10.08771896,55
0:00:38,10.33138371,55
0:00:38,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:39,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:40,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:41,10.33138371,55
0:00:42,10.33138371,55
0:00:42,10.33138371,55
0:00:42,10.13645267,55
0:00:42,10.13645267,55
0:00:42,10.13645267,55
0:00:42,10.13645267,55
0:00:42,10.33138371,55
0:00:42,10.33138371,55
0:00:42,10.33138371,55
0:00:42,10.33138371,55
0:00:42,10.33138371,55
0:00:42,10.33138371,55
0:00:42,10.33138371,55
0:00:42,10.33138371,55
0:00:42,10.33138371,55
0:00:42,10.33138371,55
0:00:42,10.33138371,55
0:00:42,10.33138371,55
0:00:43,10.33138371,55
0:00:43,10.33138371,55
0:00:43,10.13645267,55
0:00:43,10.13645267,55
0:00:43,10.33138371,55
0:00:43,10.33138371,55
0:00:43,10.33138371,55
0:00:43,10.33138371,55
0:00:43,10.33138371,55
0:00:43,10.33138371,55
0:00:43,10.33138371,55
0:00:43,10.33138371,55
0:00:43,10.33138371,55
0:00:43,10.13645267,55
0:00:43,10.13645267,55
0:00:43,10.13645267,55
0:00:43,10.13645267,55
0:00:43,10.33138371,55
0:00:44,10.33138371,55
0:00:44,10.33138371,55
0:00:44,10.33138371,55
0:00:44,10.33138371,55
0:00:44,10.14863586,55
0:00:44,10.14863586,55
0:00:44,10.14863586,55
0:00:44,10.14863586,55
0:00:44,10.14863586,55
0:00:44,10.14863586,55
0:00:44,10.33138371,55
0:00:44,10.33138371,55
0:00:44,10.33138371,55
0:00:44,10.33138371,55
0:00:44,10.33138371,55
0:00:44,10.13645267,55
0:00:44,10.13645267,55
0:00:44,10.13645267,55
0:00:45,10.13645267,55
0:00:45,10.33138371,55
0:00:45,10.33138371,55
0:00:45,10.33138371,55
0:00:45,10.33138371,55
0:00:45,10.33138371,55
0:00:45,10.33138371,55
0:00:45,10.33138371,55
0:00:45,10.33138371,55
0:00:45,10.33138371,55
0:00:45,10.13645267,55
0:00:45,10.13645267,55
0:00:45,10.13645267,55
0:00:45,10.13645267,55
0:00:45,10.13645267,55
0:00:45,10.33138371,55
0:00:45,10.33138371,55
0:00:45,10.33138371,55
0:00:46,10.33138371,55
0:00:46,10.33138371,55
0:00:46,10.33138371,55
0:00:46,10.13645267,55
0:00:46,10.13645267,55
0:00:46,10.13645267,55
0:00:46,10.08771896,55
0:00:46,10.08771896,55
0:00:46,10.08771896,55
0:00:46,10.08771896,55
0:00:46,10.08771896,55
0:00:46,10.08771896,55
0:00:46,10.33138371,55
0:00:46,10.33138371,55
0:00:46,10.33138371,55
0:00:46,10.33138371,55
0:00:46,10.33138371,55
0:00:46,10.13645267,55
0:00:47,10.13645267,55
0:00:47,10.13645267,55
0:00:47,10.13645267,55
0:00:47,10.33138371,55
0:00:47,10.33138371,55
0:00:47,10.39230061,55
0:00:47,10.39230061,55
0:00:47,10.39230061,55
0:00:47,10.39230061,55
0:00:47,10.39230061,55
0:00:47,10.39230061,55
0:00:47,10.39230061,55
0:00:47,10.14863586,55
0:00:47,10.14863586,55
0:00:47,10.14863586,55
0:00:47,10.14863586,55
0:00:47,10.14863586,55
0:00:47,10.33138371,55
0:00:48,10.33138371,55
0:00:48,10.08771896,55
0:00:48,10.08771896,55
0:00:48,10.08771896,55
0:00:48,10.08771896,55
0:00:48,10.33138371,55
0:00:48,10.33138371,55
0:00:48,10.33138371,55
0:00:48,10.33138371,55
0:00:48,10.33138371,55
0:00:48,10.33138371,55
0:00:48,10.33138371,55
0:00:48,10.33138371,55
0:00:48,10.33138371,55
0:00:48,10.33138371,55
0:00:48,10.33138371,55
0:00:48,10.33138371,55
0:00:48,10.33138371,55
0:00:49,10.33138371,55
0:00:49,10.33138371,55
0:00:49,10.33138371,55
0:00:49,10.33138371,55
0:00:49,10.33138371,55
0:00:49,10.33138371,55
0:00:49,10.33138371,55
0:00:49,10.33138371,55
0:00:49,10.33138371,55
0:00:49,10.33138371,55
0:00:49,10.13645267,55
0:00:49,10.13645267,55
0:00:49,10.13645267,55
0:00:49,10.13645267,55
0:00:49,10.33138371,55
0:00:49,10.33138371,55
0:00:49,10.13645267,55
0:00:49,10.13645267,55
0:00:50,10.13645267,55
0:00:50,10.13645267,55
0:00:50,10.13645267,55
0:00:50,10.33138371,55
0:00:50,10.33138371,55
0:00:50,10.33138371,55
0:00:50,10.33138371,55
0:00:50,10.33138371,55
0:00:50,10.33138371,55
0:00:50,10.33138371,55
0:00:50,10.33138371,55
0:00:50,10.33138371,55
0:00:50,10.33138371,55
0:00:50,10.33138371,55
0:00:50,10.33138371,55
0:00:50,10.33138371,55
0:00:50,10.33138371,55
0:00:50,10.33138371,55
0:00:51,10.33138371,55
0:00:51,10.33138371,55
0:00:51,10.33138371,55
0:00:51,10.39230061,55
0:00:51,10.39230061,55
0:00:51,10.08771896,55
0:00:51,10.08771896,55
0:00:51,10.08771896,55
0:00:51,10.08771896,55
0:00:51,10.08771896,55
0:00:51,10.08771896,55
0:00:51,10.08771896,55
0:00:51,10.33138371,55
0:00:51,10.33138371,55
0:00:51,10.33138371,55
0:00:51,10.33138371,55
0:00:51,10.31920052,55
0:00:51,10.31920052,55
0:00:52,10.33138371,55
0:00:52,10.33138371,55
0:00:52,10.33138371,55
0:00:52,10.33138371,55
0:00:52,10.33138371,55
0:00:52,10.33138371,55
0:00:52,10.33138371,55
0:00:52,10.33138371,55
0:00:52,10.33138371,55
0:00:52,10.33138371,55
0:00:52,10.33138371,55
0:00:52,10.33138371,55
0:00:52,10.33138371,55
0:00:52,10.33138371,55
0:00:52,10.13645267,55
0:00:52,10.13645267,55
0:00:52,10.13645267,55
0:00:52,10.13645267,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:53,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:54,10.33138371,55
0:00:55,10.33138371,55
0:00:55,10.33138371,55
0:00:55,10.33138371,55
0:00:55,10.33138371,55
0:00:55,10.33138371,55
0:00:55,10.33138371,55
0:00:55,10.33138371,55
0:00:55,10.33138371,55
0:00:55,10.33138371,55
0:00:55,10.33138371,55
0:00:55,10.33138371,55
0:00:55,10.33138371,55
0:00:55,10.33138371,55
0:00:55,10.09990215,55
0:00:55,10.09990215,55
0:00:55,10.09990215,55
0:00:55,10.08771896,55
0:00:55,10.08771896,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:56,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:57,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:58,10.33138371,55
0:00:59,10.33138371,55
0:00:59,10.33138371,55
0:00:59,10.33138371,55
0:00:59,10.57504845,55
0:00:59,25.34113121,55
0:00:59,25.34113121,55
0:00:59,25.34113121,55
0:00:59,25.34113121,55
0:00:59,25.34113121,55
0:00:59,25.34113121,55
0:00:59,25.34113121,55
0:00:59,25.34113121,55
0:00:59,25.92592621,55
0:00:59,25.92592621,55
0:00:59,25.92592621,55
0:00:59,25.92592621,55
0:00:59,25.92592621,55
0:00:59,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:00,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:01,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:02,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:03,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:04,25.92592621,55
0:01:05,25.92592621,55
0:01:05,25.92592621,55
0:01:05,25.92592621,55
0:01:05,25.92592621,55
0:01:05,25.92592621,55
0:01:05,25.92592621,55
0:01:05,25.92592621,55
0:01:05,25.92592621,55
0:01:05,25.92592621,55
0:01:05,25.92592621,55
0:01:05,25.92592621,55
0:01:05,25.92592621,55
0:01:05,25.92592621,55
0:01:05,25.92592621,55
0:01:05,25.92592621,55
